0 1.21897717825482939e-19
0.01 1.37249319663585601e-19
0.02 1.38731731390694188e-19
0.04 1.31725085475583874e-19
0.08 1.4285646008360769e-19
0.16 1.71507699381835697e-19
0.32 3.33599590049934409e-19
0.64 1.35946221273495615e-18
